trace_tag,dataset,workload,discard_stlb_demand_mpki,useful_vs_discard_miss_pct,demand_miss_reduction_pct,cross_pq_drop_rate_pct,trigger_translation_pct_of_requested,too_early_among_useless_pct,pollution_per_fill_pct,high_need_low_coverage_score
459.GemsFDTD-1169B,spec06,459.GemsFDTD,1.77855,7.156391442467179,31.876528632875097,50.44030000000001,0.43599904204156453,0.9056483255771512,46.59323951630012,0.008957273493336667
605.mcf_s-472B,spec17,605.mcf_s,1.29826,3.6625945496279635,89.44664396962088,82.52199999999999,0.44480500771448567,0.1329941536127103,1.1490709821046323,0.00786492306732
ligra_Radii.com-lj.ungraph.gcc_6.3.0_O3.drop_32000M.length_250M,ligra,ligra_Radii,1.43906,5.679401831751282,11.969619056884355,80.76,0.12640230366022048,0.5534269902085994,62.34276282087768,0.006741362629131426
649.fotonik3d_s-10881B,spec17,649.fotonik3d_s,3.39599,12.639024260966611,99.62838524259494,89.2217,0.9864241211362066,0.010496803554014519,0.20901638132629322,0.006647732592615726
ligra_BC.com-lj.ungraph.gcc_6.3.0_O3.drop_26750M.length_250M,ligra,ligra_BC,1.15189,2.3161933865212823,36.45486982263931,92.33789999999999,0.16768110736764166,0.9856252637850991,15.675134468065291,0.0065541025560999985
459.GemsFDTD-765B,spec06,459.GemsFDTD,2.26244,11.10659288202118,98.4052615759976,83.7937,0.7670175731719209,0.00199999000005,0.09105728613752759,0.005992322337005705
ligra_Components-Shortcut.com-lj.ungraph.gcc_6.3.0_O3.drop_22000M.length_250M,ligra,ligra_Components-Shortcut,1.22022,5.069577617151006,9.217190342725083,91.9613,0.17004054640393793,7.5886889460154245,58.85236628747408,0.004868761898817144
compute_int_23_new,qmm,qmm_int,2.65957,17.7727978583004,61.09446263869723,14.665500000000002,2.56607051128623,0.631355851053643,0.9660888115146017,0.0035579413875971373
compute_fp_1_new,qmm,qmm_fp,1.19879,5.448827567797529,43.316177145288165,87.0294,0.4306312499361825,6.431176809368401,33.73648118453823,0.003433101338909525
605.mcf_s-782B,spec17,605.mcf_s,1.13176,5.194564218562239,73.62691736763978,83.1007,0.2786328163613533,0.5392690464572151,12.342225796300829,0.0030897912050185695
ligra_BFS.com-lj.ungraph.gcc_6.3.0_O3.drop_21500M.length_250M,ligra,ligra_BFS,1.04459,2.054394547142898,25.85894944427957,94.6159,0.05496810590686489,6.986089644513138,12.035252979376294,0.0027464810711276175
xs.XL100hash-28B,xsbench,xsbench_XL100hash,1.029,2.501457725947522,4.699708454810496,84.1102,0.028467133145750317,10.14808362369338,39.67145790554415,0.0014980805842514282
450.soplex-247B,spec06,450.soplex,1.05987,6.430033872078651,27.60998990442224,92.7635,0.17995751362900025,15.028617577864392,23.513911713039043,0.0012484004868761884
xs.XL64unionized-28B,xsbench,xsbench_XL64unionized,1.02862,2.4907157162022906,4.731582119733234,85.9183,0.030105889892350676,7.6923076923076925,38.798701298701296,0.0010611404138447609
xs.XL100unionized-28B,xsbench,xsbench_XL100unionized,1.02857,2.480142333531019,4.702645420340862,86.0771,0.028781396617865048,9.986916703009157,40.21469859620149,0.0005617802190942855
459.GemsFDTD-1211B,spec06,459.GemsFDTD,1.07739,19.179684236905857,99.51178310546784,88.0176,0.5176313906864883,0.0,0.020523153849024218,0.00018726007303143015
compute_fp_5_new,qmm,qmm_fp,2.75914,28.217125626100888,51.16268112527816,81.8562,1.4668021581702666,8.50073377412381,13.986801297211562,0.0
